fecha,provincia,homicidios,muertes_violentas,femicidios,robos,extorsiones,secuestros,anio,mes,trimestre
2020-12-01,Los Ríos,28,67,1,193,14,0,2020,12,4
2020-12-01,Manabí,33,39,1,163,5,1,2020,12,4
2020-12-01,Morona Santiago,13,16,1,63,2,0,2020,12,4
2020-12-01,Napo,10,17,0,43,4,0,2020,12,4
2020-12-01,Pastaza,12,12,0,61,2,1,2020,12,4
2020-12-01,Pichincha,18,15,0,91,5,1,2020,12,4
2020-12-01,Tungurahua,9,8,0,54,3,1,2020,12,4
2020-12-01,Zamora Chinchipe,12,7,1,44,8,0,2020,12,4
2020-12-01,Galápagos,19,20,0,45,4,0,2020,12,4
2020-12-01,Sucumbíos,11,15,0,46,6,0,2020,12,4
2020-12-01,Orellana,10,9,1,68,5,0,2020,12,4
2020-12-01,Santo Domingo de los Tsáchilas,28,39,1,186,7,0,2020,12,4
2020-12-01,Santa Elena,31,43,3,174,6,3,2020,12,4
2021-01-01,Azuay,12,11,0,53,2,0,2021,1,1
2021-01-01,Bolívar,9,14,0,69,1,1,2021,1,1
2021-01-01,Cañar,7,17,2,59,1,0,2021,1,1
2021-01-01,Carchi,7,14,0,53,2,0,2021,1,1
2021-01-01,Cotopaxi,11,14,0,56,1,1,2021,1,1
2021-01-01,Chimborazo,19,17,0,67,6,1,2021,1,1
2021-01-01,El Oro,23,41,1,122,5,0,2021,1,1
2021-01-01,Esmeraldas,45,69,0,262,13,1,2021,1,1
2021-01-01,Guayas,43,60,3,228,10,1,2021,1,1
2021-01-01,Imbabura,12,22,1,65,2,1,2021,1,1
2021-01-01,Loja,10,15,2,61,2,0,2021,1,1
2021-01-01,Los Ríos,41,43,2,216,11,1,2021,1,1
2021-01-01,Manabí,28,38,1,152,8,2,2021,1,1
2021-01-01,Morona Santiago,12,15,0,77,3,0,2021,1,1
2021-01-01,Napo,8,15,2,62,4,1,2021,1,1
2021-01-01,Pastaza,11,11,0,72,2,0,2021,1,1
2021-01-01,Pichincha,17,25,1,91,7,1,2021,1,1
2021-01-01,Tungurahua,11,15,3,54,5,0,2021,1,1
2021-01-01,Zamora Chinchipe,8,14,0,64,10,0,2021,1,1
2021-01-01,Galápagos,6,19,0,67,6,1,2021,1,1
2021-01-01,Sucumbíos,16,14,0,62,2,1,2021,1,1
2021-01-01,Orellana,8,17,0,60,6,1,2021,1,1
2021-01-01,Santo Domingo de los Tsáchilas,37,36,2,182,9,1,2021,1,1
2021-01-01,Santa Elena,31,53,1,140,8,0,2021,1,1
2021-02-01,Azuay,10,12,1,59,4,0,2021,2,1
2021-02-01,Bolívar,12,15,0,61,3,2,2021,2,1
2021-02-01,Cañar,10,10,0,77,5,0,2021,2,1
2021-02-01,Carchi,14,14,1,62,3,1,2021,2,1
2021-02-01,Cotopaxi,8,16,1,66,0,0,2021,2,1
2021-02-01,Chimborazo,17,15,0,56,6,0,2021,2,1
2021-02-01,El Oro,27,44,3,143,11,0,2021,2,1
2021-02-01,Esmeraldas,49,72,3,241,12,1,2021,2,1
2021-02-01,Guayas,43,51,1,235,15,2,2021,2,1
2021-02-01,Imbabura,14,15,0,60,3,1,2021,2,1
2021-02-01,Loja,11,12,1,68,3,0,2021,2,1
2021-02-01,Los Ríos,42,54,0,196,8,1,2021,2,1
2021-02-01,Manabí,32,39,1,170,4,0,2021,2,1
2021-02-01,Morona Santiago,7,9,2,64,1,0,2021,2,1
2021-02-01,Napo,14,14,1,69,7,0,2021,2,1
2021-02-01,Pastaza,11,16,0,70,3,0,2021,2,1
2021-02-01,Pichincha,17,24,0,102,10,0,2021,2,1
2021-02-01,Tungurahua,11,15,0,63,1,0,2021,2,1
2021-02-01,Zamora Chinchipe,12,18,0,60,7,0,2021,2,1
2021-02-01,Galápagos,15,11,1,63,2,0,2021,2,1
2021-02-01,Sucumbíos,9,16,0,63,4,0,2021,2,1
2021-02-01,Orellana,16,19,1,67,3,1,2021,2,1
2021-02-01,Santo Domingo de los Tsáchilas,38,42,2,157,10,1,2021,2,1
2021-02-01,Santa Elena,37,44,0,160,7,1,2021,2,1
2021-03-01,Azuay,18,9,1,61,1,1,2021,3,1
2021-03-01,Bolívar,13,12,0,62,4,0,2021,3,1
2021-03-01,Cañar,5,17,1,62,4,0,2021,3,1
2021-03-01,Carchi,17,17,0,64,2,0,2021,3,1
2021-03-01,Cotopaxi,16,22,1,58,9,0,2021,3,1
2021-03-01,Chimborazo,9,18,1,60,3,0,2021,3,1
2021-03-01,El Oro,15,38,0,129,7,0,2021,3,1
2021-03-01,Esmeraldas,54,62,3,246,10,2,2021,3,1
2021-03-01,Guayas,44,58,1,225,14,0,2021,3,1
2021-03-01,Imbabura,18,21,0,65,1,0,2021,3,1
2021-03-01,Loja,8,12,1,52,3,1,2021,3,1
2021-03-01,Los Ríos,37,42,3,188,13,2,2021,3,1
2021-03-01,Manabí,37,41,1,169,1,1,2021,3,1
2021-03-01,Morona Santiago,15,16,1,63,9,1,2021,3,1
2021-03-01,Napo,9,16,0,68,3,1,2021,3,1
2021-03-01,Pastaza,8,19,2,76,4,0,2021,3,1
2021-03-01,Pichincha,27,28,1,94,3,0,2021,3,1
2021-03-01,Tungurahua,14,15,0,67,7,0,2021,3,1
2021-03-01,Zamora Chinchipe,17,11,1,74,0,0,2021,3,1
2021-03-01,Galápagos,8,18,0,68,4,0,2021,3,1
2021-03-01,Sucumbíos,14,13,1,73,6,0,2021,3,1
2021-03-01,Orellana,8,13,0,60,6,0,2021,3,1
2021-03-01,Santo Domingo de los Tsáchilas,32,40,1,199,9,1,2021,3,1
2021-03-01,Santa Elena,38,54,2,177,10,1,2021,3,1
2021-04-01,Azuay,8,14,1,75,2,1,2021,4,2
2021-04-01,Bolívar,6,12,0,66,3,0,2021,4,2
2021-04-01,Cañar,14,12,0,61,1,0,2021,4,2
2021-04-01,Carchi,14,24,2,63,5,0,2021,4,2
2021-04-01,Cotopaxi,10,17,1,73,3,0,2021,4,2
2021-04-01,Chimborazo,6,22,0,76,4,0,2021,4,2
2021-04-01,El Oro,31,39,1,157,3,5,2021,4,2
2021-04-01,Esmeraldas,41,56,2,235,17,1,2021,4,2
2021-04-01,Guayas,35,56,4,229,9,1,2021,4,2
2021-04-01,Imbabura,13,18,0,53,4,1,2021,4,2
2021-04-01,Loja,9,18,1,69,4,1,2021,4,2
2021-04-01,Los Ríos,36,57,2,218,8,2,2021,4,2
2021-04-01,Manabí,29,37,3,147,9,0,2021,4,2
2021-04-01,Morona Santiago,12,18,1,66,6,0,2021,4,2
2021-04-01,Napo,18,20,0,70,3,1,2021,4,2
2021-04-01,Pastaza,14,9,0,73,3,0,2021,4,2
2021-04-01,Pichincha,18,26,1,112,3,1,2021,4,2
2021-04-01,Tungurahua,6,19,0,70,4,1,2021,4,2
2021-04-01,Zamora Chinchipe,11,18,1,47,0,0,2021,4,2
2021-04-01,Galápagos,16,14,2,52,1,0,2021,4,2
2021-04-01,Sucumbíos,5,12,1,57,1,2,2021,4,2
2021-04-01,Orellana,18,10,0,61,2,0,2021,4,2
2021-04-01,Santo Domingo de los Tsáchilas,32,50,1,190,7,2,2021,4,2
2021-04-01,Santa Elena,26,47,4,168,8,1,2021,4,2
2021-05-01,Azuay,11,19,1,63,2,0,2021,5,2
2021-05-01,Bolívar,7,11,0,74,3,0,2021,5,2
2021-05-01,Cañar,12,16,3,58,4,0,2021,5,2
2021-05-01,Carchi,5,13,1,66,2,0,2021,5,2
2021-05-01,Cotopaxi,16,13,2,47,2,0,2021,5,2
2021-05-01,Chimborazo,7,14,1,76,1,1,2021,5,2
2021-05-01,El Oro,33,33,2,138,7,0,2021,5,2
2021-05-01,Esmeraldas,47,66,3,238,12,0,2021,5,2
2021-05-01,Guayas,42,57,3,215,16,3,2021,5,2
2021-05-01,Imbabura,11,11,2,65,4,0,2021,5,2
2021-05-01,Loja,14,22,0,61,3,0,2021,5,2
2021-05-01,Los Ríos,34,45,2,194,12,1,2021,5,2
2021-05-01,Manabí,35,38,1,175,14,0,2021,5,2
2021-05-01,Morona Santiago,7,13,1,54,1,0,2021,5,2
2021-05-01,Napo,16,12,1,63,8,0,2021,5,2
2021-05-01,Pastaza,14,15,0,71,0,0,2021,5,2
2021-05-01,Pichincha,16,29,0,94,7,1,2021,5,2
2021-05-01,Tungurahua,9,15,1,74,3,0,2021,5,2
2021-05-01,Zamora Chinchipe,11,10,0,61,7,0,2021,5,2
2021-05-01,Galápagos,11,8,0,63,4,1,2021,5,2
2021-05-01,Sucumbíos,13,17,2,63,4,0,2021,5,2
2021-05-01,Orellana,7,13,1,63,5,0,2021,5,2
2021-05-01,Santo Domingo de los Tsáchilas,36,47,2,193,8,4,2021,5,2
2021-05-01,Santa Elena,30,33,0,167,10,0,2021,5,2
2021-06-01,Azuay,13,6,0,47,2,0,2021,6,2
2021-06-01,Bolívar,10,22,0,61,5,0,2021,6,2
2021-06-01,Cañar,8,11,0,66,4,0,2021,6,2
2021-06-01,Carchi,8,19,0,53,4,0,2021,6,2
2021-06-01,Cotopaxi,12,12,0,57,1,0,2021,6,2
2021-06-01,Chimborazo,8,14,0,61,5,0,2021,6,2
2021-06-01,El Oro,20,31,1,145,3,1,2021,6,2
2021-06-01,Esmeraldas,33,43,3,256,13,1,2021,6,2
2021-06-01,Guayas,41,51,0,198,10,1,2021,6,2
2021-06-01,Imbabura,12,15,0,56,2,0,2021,6,2
2021-06-01,Loja,10,16,0,58,2,0,2021,6,2
2021-06-01,Los Ríos,44,50,4,196,12,0,2021,6,2
2021-06-01,Manabí,25,42,2,143,9,1,2021,6,2
2021-06-01,Morona Santiago,14,17,1,64,1,0,2021,6,2
2021-06-01,Napo,14,13,0,57,1,0,2021,6,2
2021-06-01,Pastaza,10,13,0,58,5,0,2021,6,2
2021-06-01,Pichincha,16,16,0,80,6,0,2021,6,2
2021-06-01,Tungurahua,10,14,0,70,3,0,2021,6,2
2021-06-01,Zamora Chinchipe,12,16,1,62,2,0,2021,6,2
2021-06-01,Galápagos,10,19,0,66,3,0,2021,6,2
2021-06-01,Sucumbíos,6,13,2,62,2,1,2021,6,2
2021-06-01,Orellana,11,21,2,55,4,1,2021,6,2
2021-06-01,Santo Domingo de los Tsáchilas,30,41,3,152,7,1,2021,6,2
2021-06-01,Santa Elena,37,47,2,157,6,0,2021,6,2
2021-07-01,Azuay,11,13,0,59,3,0,2021,7,3
2021-07-01,Bolívar,11,13,1,53,4,2,2021,7,3
2021-07-01,Cañar,6,3,0,72,2,0,2021,7,3
2021-07-01,Carchi,7,16,0,60,3,1,2021,7,3
2021-07-01,Cotopaxi,12,16,0,55,1,1,2021,7,3
2021-07-01,Chimborazo,8,15,0,62,4,0,2021,7,3
2021-07-01,El Oro,27,39,0,133,11,0,2021,7,3
2021-07-01,Esmeraldas,39,53,4,229,4,3,2021,7,3
2021-07-01,Guayas,39,52,4,220,13,2,2021,7,3
2021-07-01,Imbabura,10,16,1,57,4,0,2021,7,3
2021-07-01,Loja,8,15,2,58,4,0,2021,7,3
2021-07-01,Los Ríos,23,45,4,187,5,3,2021,7,3
2021-07-01,Manabí,42,50,0,153,5,1,2021,7,3
2021-07-01,Morona Santiago,7,10,0,44,0,0,2021,7,3
2021-07-01,Napo,11,9,1,66,5,0,2021,7,3
2021-07-01,Pastaza,16,16,1,56,2,0,2021,7,3
2021-07-01,Pichincha,21,18,2,101,3,0,2021,7,3
2021-07-01,Tungurahua,11,17,0,55,2,0,2021,7,3
2021-07-01,Zamora Chinchipe,11,18,1,54,2,0,2021,7,3
2021-07-01,Galápagos,9,25,0,68,4,0,2021,7,3
2021-07-01,Sucumbíos,10,23,1,62,3,0,2021,7,3
2021-07-01,Orellana,14,12,0,48,2,0,2021,7,3
2021-07-01,Santo Domingo de los Tsáchilas,33,36,0,138,9,0,2021,7,3
2021-07-01,Santa Elena,38,43,4,152,9,2,2021,7,3
2021-08-01,Azuay,8,11,2,55,1,0,2021,8,3
2021-08-01,Bolívar,11,16,1,66,8,0,2021,8,3
2021-08-01,Cañar,8,16,0,51,0,1,2021,8,3
2021-08-01,Carchi,12,14,0,64,2,1,2021,8,3
2021-08-01,Cotopaxi,10,10,0,57,3,0,2021,8,3
2021-08-01,Chimborazo,7,14,0,69,1,0,2021,8,3
2021-08-01,El Oro,31,37,4,128,5,1,2021,8,3
2021-08-01,Esmeraldas,44,67,3,260,9,2,2021,8,3
2021-08-01,Guayas,34,52,0,208,13,1,2021,8,3
2021-08-01,Imbabura,14,15,0,53,3,2,2021,8,3
2021-08-01,Loja,12,16,1,58,3,0,2021,8,3
2021-08-01,Los Ríos,33,49,3,175,10,0,2021,8,3
2021-08-01,Manabí,25,40,3,132,2,0,2021,8,3
2021-08-01,Morona Santiago,7,12,0,53,1,1,2021,8,3
2021-08-01,Napo,13,12,0,55,4,0,2021,8,3
2021-08-01,Pastaza,12,15,0,56,3,1,2021,8,3
2021-08-01,Pichincha,10,23,2,78,4,0,2021,8,3
2021-08-01,Tungurahua,10,10,0,51,1,2,2021,8,3
2021-08-01,Zamora Chinchipe,13,17,1,50,3,0,2021,8,3
2021-08-01,Galápagos,9,13,1,49,3,0,2021,8,3
2021-08-01,Sucumbíos,12,16,0,63,7,0,2021,8,3
2021-08-01,Orellana,4,18,0,62,4,0,2021,8,3
2021-08-01,Santo Domingo de los Tsáchilas,32,39,1,162,9,0,2021,8,3
2021-08-01,Santa Elena,24,44,1,156,8,0,2021,8,3
2021-09-01,Azuay,8,17,0,47,5,0,2021,9,3
2021-09-01,Bolívar,8,12,1,60,2,1,2021,9,3
2021-09-01,Cañar,10,10,3,58,3,1,2021,9,3
2021-09-01,Carchi,12,13,0,49,1,0,2021,9,3
2021-09-01,Cotopaxi,16,12,2,52,1,1,2021,9,3
2021-09-01,Chimborazo,11,7,0,57,4,0,2021,9,3
2021-09-01,El Oro,16,31,2,126,5,0,2021,9,3
2021-09-01,Esmeraldas,35,41,2,231,11,1,2021,9,3
2021-09-01,Guayas,34,53,3,213,8,1,2021,9,3
2021-09-01,Imbabura,11,21,0,67,4,1,2021,9,3
2021-09-01,Loja,9,14,2,69,4,0,2021,9,3
2021-09-01,Los Ríos,40,46,4,166,14,0,2021,9,3
2021-09-01,Manabí,20,50,2,149,10,0,2021,9,3
2021-09-01,Morona Santiago,10,8,0,49,3,1,2021,9,3
2021-09-01,Napo,12,17,1,55,1,0,2021,9,3
2021-09-01,Pastaza,9,5,1,59,3,0,2021,9,3
2021-09-01,Pichincha,16,22,2,85,2,0,2021,9,3
2021-09-01,Tungurahua,10,11,0,44,2,0,2021,9,3
2021-09-01,Zamora Chinchipe,7,18,1,67,6,0,2021,9,3
2021-09-01,Galápagos,10,14,1,44,2,0,2021,9,3
2021-09-01,Sucumbíos,8,17,0,46,3,1,2021,9,3
2021-09-01,Orellana,4,9,1,61,5,1,2021,9,3
2021-09-01,Santo Domingo de los Tsáchilas,21,45,1,143,9,1,2021,9,3
2021-09-01,Santa Elena,29,32,2,154,6,1,2021,9,3
2021-10-01,Azuay,6,17,0,53,3,0,2021,10,4
2021-10-01,Bolívar,9,10,0,61,4,1,2021,10,4
2021-10-01,Cañar,14,12,0,57,0,0,2021,10,4
2021-10-01,Carchi,8,15,0,66,3,0,2021,10,4
2021-10-01,Cotopaxi,11,21,0,73,2,0,2021,10,4
2021-10-01,Chimborazo,15,7,1,55,3,0,2021,10,4
2021-10-01,El Oro,23,35,0,122,2,0,2021,10,4
2021-10-01,Esmeraldas,40,39,3,264,11,1,2021,10,4
2021-10-01,Guayas,39,50,3,188,6,2,2021,10,4
2021-10-01,Imbabura,13,11,0,53,3,0,2021,10,4
2021-10-01,Loja,8,12,2,59,3,0,2021,10,4
2021-10-01,Los Ríos,41,43,1,177,5,0,2021,10,4
2021-10-01,Manabí,32,44,3,153,6,2,2021,10,4
2021-10-01,Morona Santiago,9,15,0,53,3,0,2021,10,4
2021-10-01,Napo,9,17,1,75,0,0,2021,10,4
2021-10-01,Pastaza,9,13,0,41,2,0,2021,10,4
2021-10-01,Pichincha,15,21,1,94,3,0,2021,10,4
2021-10-01,Tungurahua,15,14,1,60,6,0,2021,10,4
2021-10-01,Zamora Chinchipe,16,10,3,65,2,0,2021,10,4
2021-10-01,Galápagos,8,19,2,55,5,0,2021,10,4
2021-10-01,Sucumbíos,12,19,0,64,2,1,2021,10,4
2021-10-01,Orellana,12,13,0,43,5,0,2021,10,4
2021-10-01,Santo Domingo de los Tsáchilas,36,45,2,124,9,2,2021,10,4
2021-10-01,Santa Elena,27,40,2,136,4,0,2021,10,4
2021-11-01,Azuay,10,14,0,57,1,1,2021,11,4
2021-11-01,Bolívar,12,10,1,62,3,0,2021,11,4
2021-11-01,Cañar,8,12,1,41,6,0,2021,11,4
2021-11-01,Carchi,9,17,0,64,7,0,2021,11,4
2021-11-01,Cotopaxi,7,12,1,67,0,0,2021,11,4
2021-11-01,Chimborazo,8,13,0,51,6,2,2021,11,4
2021-11-01,El Oro,22,36,1,118,5,1,2021,11,4
2021-11-01,Esmeraldas,46,66,4,213,14,0,2021,11,4
2021-11-01,Guayas,42,43,2,194,5,0,2021,11,4
2021-11-01,Imbabura,7,14,0,48,3,0,2021,11,4
2021-11-01,Loja,17,18,0,45,2,1,2021,11,4
2021-11-01,Los Ríos,37,42,3,178,10,0,2021,11,4
2021-11-01,Manabí,40,41,0,133,9,2,2021,11,4
2021-11-01,Morona Santiago,7,16,0,51,2,0,2021,11,4
2021-11-01,Napo,14,13,0,50,5,1,2021,11,4
2021-11-01,Pastaza,8,21,1,57,1,0,2021,11,4
2021-11-01,Pichincha,15,20,1,85,10,0,2021,11,4
2021-11-01,Tungurahua,19,13,0,62,3,0,2021,11,4
2021-11-01,Zamora Chinchipe,9,18,1,41,9,0,2021,11,4
2021-11-01,Galápagos,14,24,0,59,2,0,2021,11,4
2021-11-01,Sucumbíos,9,17,0,59,2,1,2021,11,4
2021-11-01,Orellana,13,12,0,56,2,1,2021,11,4
2021-11-01,Santo Domingo de los Tsáchilas,24,38,0,167,6,1,2021,11,4
2021-11-01,Santa Elena,29,51,1,167,11,1,2021,11,4
2021-12-01,Azuay,11,10,1,65,4,0,2021,12,4
2021-12-01,Bolívar,12,19,1,53,1,0,2021,12,4
2021-12-01,Cañar,19,21,0,60,0,0,2021,12,4
2021-12-01,Carchi,11,17,0,71,6,0,2021,12,4
2021-12-01,Cotopaxi,10,20,0,48,4,0,2021,12,4
2021-12-01,Chimborazo,13,10,0,65,3,0,2021,12,4
2021-12-01,El Oro,23,26,1,143,6,1,2021,12,4
2021-12-01,Esmeraldas,40,60,4,266,18,1,2021,12,4
2021-12-01,Guayas,45,53,1,216,10,2,2021,12,4
2021-12-01,Imbabura,9,17,0,62,7,0,2021,12,4
2021-12-01,Loja,11,17,0,66,6,0,2021,12,4
2021-12-01,Los Ríos,27,46,1,194,5,1,2021,12,4
2021-12-01,Manabí,28,39,2,149,7,0,2021,12,4
2021-12-01,Morona Santiago,9,19,2,64,0,0,2021,12,4
2021-12-01,Napo,14,12,0,52,7,1,2021,12,4
2021-12-01,Pastaza,11,12,1,53,2,0,2021,12,4
2021-12-01,Pichincha,17,30,1,99,7,2,2021,12,4
2021-12-01,Tungurahua,8,17,2,61,3,0,2021,12,4
2021-12-01,Zamora Chinchipe,15,14,2,53,1,0,2021,12,4
2021-12-01,Galápagos,7,12,2,64,6,1,2021,12,4
2021-12-01,Sucumbíos,12,7,0,57,2,0,2021,12,4
2021-12-01,Orellana,9,7,1,53,1,0,2021,12,4
2021-12-01,Santo Domingo de los Tsáchilas,28,50,2,166,10,1,2021,12,4
2021-12-01,Santa Elena,33,42,3,167,14,1,2021,12,4
2022-01-01,Azuay,9,19,0,66,5,1,2022,1,1
2022-01-01,Bolívar,11,9,1,68,4,0,2022,1,1
2022-01-01,Cañar,17,20,2,66,2,0,2022,1,1
2022-01-01,Carchi,12,16,1,59,3,1,2022,1,1
2022-01-01,Cotopaxi,7,18,1,61,1,1,2022,1,1
2022-01-01,Chimborazo,16,12,0,71,1,0,2022,1,1
2022-01-01,El Oro,31,40,0,129,3,0,2022,1,1
2022-01-01,Esmeraldas,45,65,2,257,11,1,2022,1,1
2022-01-01,Guayas,43,52,2,210,10,0,2022,1,1
2022-01-01,Imbabura,19,8,2,75,1,0,2022,1,1
2022-01-01,Loja,8,10,0,59,3,0,2022,1,1
2022-01-01,Los Ríos,44,55,3,218,8,0,2022,1,1
2022-01-01,Manabí,24,37,1,166,8,0,2022,1,1
2022-01-01,Morona Santiago,10,17,1,66,2,1,2022,1,1
2022-01-01,Napo,14,10,0,74,3,0,2022,1,1
2022-01-01,Pastaza,20,13,0,56,2,1,2022,1,1
2022-01-01,Pichincha,15,19,1,105,10,1,2022,1,1
2022-01-01,Tungurahua,9,14,0,73,6,1,2022,1,1
2022-01-01,Zamora Chinchipe,9,14,0,58,3,0,2022,1,1
2022-01-01,Galápagos,8,16,0,63,3,0,2022,1,1
2022-01-01,Sucumbíos,13,15,0,53,1,0,2022,1,1
2022-01-01,Orellana,7,21,1,70,2,0,2022,1,1
2022-01-01,Santo Domingo de los Tsáchilas,31,44,1,176,18,1,2022,1,1
2022-01-01,Santa Elena,30,55,2,173,8,0,2022,1,1
2022-02-01,Azuay,19,17,0,67,7,1,2022,2,1
2022-02-01,Bolívar,8,12,2,52,6,0,2022,2,1
2022-02-01,Cañar,16,19,0,85,2,1,2022,2,1
2022-02-01,Carchi,12,17,1,66,4,1,2022,2,1
2022-02-01,Cotopaxi,7,14,1,66,2,0,2022,2,1
2022-02-01,Chimborazo,12,17,0,61,3,0,2022,2,1
2022-02-01,El Oro,37,45,1,143,7,2,2022,2,1
2022-02-01,Esmeraldas,50,57,3,247,14,1,2022,2,1
2022-02-01,Guayas,38,46,4,252,10,0,2022,2,1
2022-02-01,Imbabura,24,14,0,55,3,0,2022,2,1
2022-02-01,Loja,8,14,0,63,3,0,2022,2,1
2022-02-01,Los Ríos,42,53,2,191,9,2,2022,2,1
2022-02-01,Manabí,28,42,1,183,8,1,2022,2,1
2022-02-01,Morona Santiago,13,17,1,80,2,0,2022,2,1
2022-02-01,Napo,10,11,0,76,2,0,2022,2,1
2022-02-01,Pastaza,12,12,0,61,4,1,2022,2,1
2022-02-01,Pichincha,26,29,0,90,7,0,2022,2,1
2022-02-01,Tungurahua,11,15,1,51,3,0,2022,2,1
2022-02-01,Zamora Chinchipe,15,20,0,73,2,0,2022,2,1
2022-02-01,Galápagos,14,16,1,54,3,0,2022,2,1
2022-02-01,Sucumbíos,13,14,1,65,5,0,2022,2,1
2022-02-01,Orellana,11,18,0,56,5,0,2022,2,1
2022-02-01,Santo Domingo de los Tsáchilas,33,39,1,176,5,0,2022,2,1
2022-02-01,Santa Elena,39,49,1,192,9,1,2022,2,1
2022-03-01,Azuay,11,23,1,65,2,0,2022,3,1
2022-03-01,Bolívar,15,16,0,64,5,0,2022,3,1
2022-03-01,Cañar,13,22,3,87,1,1,2022,3,1
2022-03-01,Carchi,9,18,3,61,2,0,2022,3,1
2022-03-01,Cotopaxi,14,15,0,68,2,0,2022,3,1
2022-03-01,Chimborazo,13,18,0,65,5,1,2022,3,1
2022-03-01,El Oro,28,32,1,153,11,2,2022,3,1
2022-03-01,Esmeraldas,53,61,5,243,12,5,2022,3,1
2022-03-01,Guayas,28,44,2,204,9,0,2022,3,1
2022-03-01,Imbabura,19,19,1,68,1,0,2022,3,1
2022-03-01,Loja,9,11,0,72,5,1,2022,3,1
2022-03-01,Los Ríos,29,57,3,184,4,1,2022,3,1
2022-03-01,Manabí,37,32,1,183,10,2,2022,3,1
2022-03-01,Morona Santiago,15,19,0,71,2,0,2022,3,1
2022-03-01,Napo,11,13,0,64,5,1,2022,3,1
2022-03-01,Pastaza,12,12,1,52,4,0,2022,3,1
2022-03-01,Pichincha,25,21,2,115,8,0,2022,3,1
2022-03-01,Tungurahua,4,16,1,62,4,0,2022,3,1
2022-03-01,Zamora Chinchipe,11,11,0,78,4,0,2022,3,1
2022-03-01,Galápagos,14,15,0,58,3,0,2022,3,1
2022-03-01,Sucumbíos,16,13,0,57,2,1,2022,3,1
2022-03-01,Orellana,9,23,1,63,2,1,2022,3,1
2022-03-01,Santo Domingo de los Tsáchilas,32,49,2,183,10,1,2022,3,1
2022-03-01,Santa Elena,30,35,1,187,12,0,2022,3,1
2022-04-01,Azuay,13,18,2,70,3,0,2022,4,2
2022-04-01,Bolívar,21,17,1,59,1,1,2022,4,2
2022-04-01,Cañar,5,13,1,73,5,0,2022,4,2
2022-04-01,Carchi,17,8,1,56,3,1,2022,4,2
2022-04-01,Cotopaxi,15,13,1,50,2,1,2022,4,2
2022-04-01,Chimborazo,10,24,2,58,2,0,2022,4,2
2022-04-01,El Oro,29,40,2,123,8,0,2022,4,2
2022-04-01,Esmeraldas,43,74,4,279,17,1,2022,4,2
2022-04-01,Guayas,31,54,2,210,15,0,2022,4,2
2022-04-01,Imbabura,15,13,0,73,4,0,2022,4,2
2022-04-01,Loja,13,16,0,53,3,1,2022,4,2
2022-04-01,Los Ríos,34,47,0,191,11,0,2022,4,2
2022-04-01,Manabí,27,49,3,151,6,2,2022,4,2
2022-04-01,Morona Santiago,9,21,0,61,5,0,2022,4,2
2022-04-01,Napo,17,13,1,67,5,0,2022,4,2
2022-04-01,Pastaza,11,22,0,65,5,1,2022,4,2
2022-04-01,Pichincha,16,26,1,99,8,0,2022,4,2
2022-04-01,Tungurahua,11,13,2,61,2,0,2022,4,2
2022-04-01,Zamora Chinchipe,7,21,1,82,5,0,2022,4,2
2022-04-01,Galápagos,15,16,0,76,6,0,2022,4,2
2022-04-01,Sucumbíos,6,23,0,74,3,0,2022,4,2
2022-04-01,Orellana,8,13,0,69,5,0,2022,4,2
2022-04-01,Santo Domingo de los Tsáchilas,35,36,1,176,7,0,2022,4,2
2022-04-01,Santa Elena,26,31,3,178,10,0,2022,4,2
2022-05-01,Azuay,13,26,0,65,2,0,2022,5,2
2022-05-01,Bolívar,11,17,0,57,5,2,2022,5,2
2022-05-01,Cañar,9,20,3,57,2,0,2022,5,2
2022-05-01,Carchi,5,17,1,65,1,2,2022,5,2
2022-05-01,Cotopaxi,12,16,1,67,1,0,2022,5,2
2022-05-01,Chimborazo,12,17,1,60,2,0,2022,5,2
2022-05-01,El Oro,38,41,3,138,10,0,2022,5,2
2022-05-01,Esmeraldas,45,72,4,232,14,3,2022,5,2
2022-05-01,Guayas,33,55,4,240,15,0,2022,5,2
2022-05-01,Imbabura,10,9,0,45,2,0,2022,5,2
2022-05-01,Loja,13,14,2,63,3,0,2022,5,2
2022-05-01,Los Ríos,45,52,0,194,6,0,2022,5,2
2022-05-01,Manabí,29,41,2,176,17,2,2022,5,2
2022-05-01,Morona Santiago,9,16,1,61,4,0,2022,5,2
2022-05-01,Napo,16,16,0,59,1,0,2022,5,2
2022-05-01,Pastaza,13,25,1,55,5,0,2022,5,2
2022-05-01,Pichincha,19,30,1,98,5,0,2022,5,2
2022-05-01,Tungurahua,7,15,2,54,3,0,2022,5,2
2022-05-01,Zamora Chinchipe,16,19,0,68,6,0,2022,5,2
2022-05-01,Galápagos,12,22,0,71,1,0,2022,5,2
2022-05-01,Sucumbíos,7,15,0,63,5,0,2022,5,2
2022-05-01,Orellana,8,14,1,71,2,0,2022,5,2
2022-05-01,Santo Domingo de los Tsáchilas,42,43,2,169,9,1,2022,5,2
2022-05-01,Santa Elena,31,41,1,185,9,1,2022,5,2
2022-06-01,Azuay,6,15,0,61,5,0,2022,6,2
2022-06-01,Bolívar,12,18,0,76,4,0,2022,6,2
2022-06-01,Cañar,4,17,1,57,1,1,2022,6,2
2022-06-01,Carchi,15,18,1,53,9,1,2022,6,2
2022-06-01,Cotopaxi,18,22,1,63,4,0,2022,6,2
